PFI,EZI_ADD,SRC_VERIF,PROPSTATUS,GCODEFEAT,LOC_DESC,BLGUNTTYP,HSAUNITID,BUNIT_PRE1,BUNIT_ID1,BUNIT_SUF1,BUNIT_PRE2,BUNIT_ID2,BUNIT_SUF2,FLOOR_TYPE,FLOOR_NO_1,FLOOR_NO_2,BUILDING,COMPLEX,HSE_PREF1,HSE_NUM1,HSE_SUF1,HSE_PREF2,HSE_NUM2,HSE_SUF2,DISP_NUM1,ROAD_NAME,ROAD_TYPE,RD_SUF,LOCALITY,STATE,POSTCODE,ACCESSTYPE,x,y
51483114,34 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,34.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.53185256900008,-37.65620129999997
51482735,24 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,24.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.53069642200012,-37.656186280999975
51482737,28 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,28.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.53116105100003,-37.65618331899998
51482732,18 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,18.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.53001576300005,-37.65618643099998
51482734,22 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,22.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.5304688220001,-37.65618331699994
52048083,229 BAY ROAD JAM JERRUP 3984,2007-11-21,A,E,,,,,,,,,,,,,,,,229.0,,,,,,BAY,ROAD,,JAM JERRUP,VIC,3984,L,145.5198317720001,-38.32436471899996
51482736,26 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,26.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.53092370600007,-37.65618022799998
51482610,16 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,16.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.5297766360001,-37.65618333799995
52045357,120 JETTY ROAD JAM JERRUP 3984,2008-12-29,A,E,,,,,,,,,,,,,,,,120.0,,,,,,JETTY,ROAD,,JAM JERRUP,VIC,3984,L,145.52886611300005,-38.30807682999995
51482733,20 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,20.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.53025362300002,-37.65618050899997
51482703,14 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,14.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.52953864900007,-37.65618022599995
173572838,185 DUNLOPS ROAD BIRREGURRA 3242,2009-12-07,A,E,,,,,,,,,,,,,,,,185.0,,,,,,DUNLOPS,ROAD,,BIRREGURRA,VIC,3242,L,143.7670679910001,-38.34501991199994
173760283,272 YEO-YEODENE ROAD YEODENE 3249,2009-12-07,A,E,,,,,,,,,,,,,,,,272.0,,,,,,YEO-YEODENE,ROAD,,YEODENE,VIC,3249,L,143.66634934400008,-38.39208937599994
51482731,12 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,12.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.52932392700006,-37.65617741199998
51483016,45 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,45.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.53275633900012,-37.65586828099998
51483015,43 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,43.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.5325185690001,-37.655865166999945
51483113,39 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,39.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.53183737200004,-37.65586494399997
51483014,41 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,41.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.53230325200002,-37.655862369999966
51483110,33 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,33.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.53115733000004,-37.65586520499994
51483112,37 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,37.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.5316104310001,-37.65586201199994
51483607,27 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,27.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.53046494700004,-37.65586530499996
51483109,31 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,31.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.53093130600007,-37.655862268999954
51483111,35 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,35.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.5313831960001,-37.655859084999975
51483107,25 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,25.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.53025003800008,-37.65586252799994
51483108,29 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,29.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.53069238000012,-37.65585919499995
51483106,23 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,23.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.53002331100004,-37.655859593999935
51483103,17 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,17.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.52931863900005,-37.655859549999946
51483105,21 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,21.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.5297736760001,-37.65585636499998
51483104,19 AUBURN ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,19.0,,,,,,AUBURN,ROAD,,HEALESVILLE,VIC,3777,L,145.52954654000007,-37.655853441999966
51482972,44 FARNHAM ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,44.0,,,,,,FARNHAM,ROAD,,HEALESVILLE,VIC,3777,L,145.53276098700007,-37.65508414999994
51482971,42A FARNHAM ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,42.0,A,,,,,FARNHAM,ROAD,,HEALESVILLE,VIC,3777,L,145.53253444400002,-37.65508122099993
51482970,42 FARNHAM ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,42.0,,,,,,FARNHAM,ROAD,,HEALESVILLE,VIC,3777,L,145.53230788000008,-37.65507836799998
51483047,39 FARNHAM ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,39.0,,,,,,FARNHAM,ROAD,,HEALESVILLE,VIC,3777,L,145.5311611090001,-37.65476843599998
51483046,37 FARNHAM ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,37.0,,,,,,FARNHAM,ROAD,,HEALESVILLE,VIC,3777,L,145.530933666,-37.65476552299998
51483043,27 FARNHAM ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,27.0,,,,,,FARNHAM,ROAD,,HEALESVILLE,VIC,3777,L,145.52956034900012,-37.65475651799994
51483042,49-51 ELAMO ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,49.0,,,51.0,,,ELAMO,ROAD,,HEALESVILLE,VIC,3777,L,145.53077848600003,-37.65187743499996
51482647,43 ELAMO ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,43.0,,,,,,ELAMO,ROAD,,HEALESVILLE,VIC,3777,L,145.5297602400001,-37.651865176999934
51483138,41 ELAMO ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,41.0,,,,,,ELAMO,ROAD,,HEALESVILLE,VIC,3777,L,145.5294224810001,-37.65180786099995
51482746,39A ELAMO ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,39.0,A,,,,,ELAMO,ROAD,,HEALESVILLE,VIC,3777,L,145.52923129500005,-37.65170658399995
51482646,39 ELAMO ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,39.0,,,,,,ELAMO,ROAD,,HEALESVILLE,VIC,3777,L,145.52901810100002,-37.65159663899993
51482645,35 ELAMO ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,35.0,,,,,,ELAMO,ROAD,,HEALESVILLE,VIC,3777,L,145.5286353150001,-37.65141127099997
51482996,28 BENTON ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,28.0,,,,,,BENTON,ROAD,,HEALESVILLE,VIC,3777,L,145.53081251100002,-37.651300284999934
51482644,33 ELAMO ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,33.0,,,,,,ELAMO,ROAD,,HEALESVILLE,VIC,3777,L,145.5284434030001,-37.65130958699996
202909695,475 RIFLE BUTTS ROAD WHOOREL 3243,2009-12-07,A,E,,,,,,,,,,,,,,,,475.0,,,,,,RIFLE BUTTS,ROAD,,WHOOREL,VIC,3243,L,143.84443864500008,-38.36821337699996
51482574,26 BENTON ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,26.0,,,,,,BENTON,ROAD,,HEALESVILLE,VIC,3777,L,145.53023447300006,-37.65129319099998
51482573,24 BENTON ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,24.0,,,,,,BENTON,ROAD,,HEALESVILLE,VIC,3777,L,145.529764386,-37.65104407099994
51482998,13 BENTON ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,13.0,,,,,,BENTON,ROAD,,HEALESVILLE,VIC,3777,L,145.5300737760001,-37.65087669599996
51482572,22 BENTON ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,22.0,,,,,,BENTON,ROAD,,HEALESVILLE,VIC,3777,L,145.52934854600005,-37.65083105299993
51482577,11 BENTON ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,11.0,,,,,,BENTON,ROAD,,HEALESVILLE,VIC,3777,L,145.529681771,-37.65068304099998
51054805,127 BADGER CREEK ROAD BADGER CREEK 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,127.0,,,,,,BADGER CREEK,ROAD,,BADGER CREEK,VIC,3777,L,145.53318904900004,-37.67750243199998
51054804,125 BADGER CREEK ROAD BADGER CREEK 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,125.0,,,,,,BADGER CREEK,ROAD,,BADGER CREEK,VIC,3777,L,145.5331920330001,-37.67735334599996
51055113,123 BADGER CREEK ROAD BADGER CREEK 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,123.0,,,,,,BADGER CREEK,ROAD,,BADGER CREEK,VIC,3777,L,145.53320632400005,-37.67720580099996
51055427,2 NIGEL COURT BADGER CREEK 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,2.0,,,,,,NIGEL,COURT,,BADGER CREEK,VIC,3777,L,145.5338532180001,-37.67717740899997
51055434,1 NIGEL COURT BADGER CREEK 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,1.0,,,,,,NIGEL,COURT,,BADGER CREEK,VIC,3777,L,145.53383670000005,-37.67686679299993
51054802,117 BADGER CREEK ROAD BADGER CREEK 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,117.0,,,,,,BADGER CREEK,ROAD,,BADGER CREEK,VIC,3777,L,145.5332068680001,-37.67660655599997
51054801,115 BADGER CREEK ROAD BADGER CREEK 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,115.0,,,,,,BADGER CREEK,ROAD,,BADGER CREEK,VIC,3777,L,145.5332099210001,-37.67645332999996
51054800,113 BADGER CREEK ROAD BADGER CREEK 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,113.0,,,,,,BADGER CREEK,ROAD,,BADGER CREEK,VIC,3777,L,145.53322449000007,-37.67629123099994
51054955,2 HANNOVER ROAD BADGER CREEK 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,2.0,,,,,,HANNOVER,ROAD,,BADGER CREEK,VIC,3777,L,145.53350588600006,-37.67531330099996
51055328,4 HANNOVER ROAD BADGER CREEK 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,4.0,,,,,,HANNOVER,ROAD,,BADGER CREEK,VIC,3777,L,145.53367750600012,-37.67523434499998
51055330,6 HANNOVER ROAD BADGER CREEK 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,6.0,,,,,,HANNOVER,ROAD,,BADGER CREEK,VIC,3777,L,145.53397492700003,-37.67510288099993
51055490,89 BADGER CREEK ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,89.0,,,,,,BADGER CREEK,ROAD,,HEALESVILLE,VIC,3777,L,145.53115945800005,-37.66997021199995
51055492,87 BADGER CREEK ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,87.0,,,,,,BADGER CREEK,ROAD,,HEALESVILLE,VIC,3777,L,145.5309271210001,-37.66966059999993
51056929,85 BADGER CREEK ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,85.0,,,,,,BADGER CREEK,ROAD,,HEALESVILLE,VIC,3777,L,145.5305850950001,-37.66921532799995
51056947,83 BADGER CREEK ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,83.0,,,,,,BADGER CREEK,ROAD,,HEALESVILLE,VIC,3777,L,145.5303426920001,-37.66887874499997
51056723,79 BADGER CREEK ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,79.0,,,,,,BADGER CREEK,ROAD,,HEALESVILLE,VIC,3777,L,145.52974437600005,-37.66822231799995
51056721,77 BADGER CREEK ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,77.0,,,,,,BADGER CREEK,ROAD,,HEALESVILLE,VIC,3777,L,145.5295335840001,-37.66804878299996
51056719,75 BADGER CREEK ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,75.0,,,,,,BADGER CREEK,ROAD,,HEALESVILLE,VIC,3777,L,145.52936885400004,-37.66791370599998
210482912,120 WHOOREL STATION ROAD BIRREGURRA 3242,2009-12-07,A,E,,,,,,,,,,,,,,,,120.0,,,,,,WHOOREL STATION,ROAD,,BIRREGURRA,VIC,3242,L,143.82792701000005,-38.34746044599996
210430864,30 RAFFERTYS ROAD GELLIBRAND 3239,2009-12-07,A,E,,,,,,,,,,,,,,,,30.0,,,,,,RAFFERTYS,ROAD,,GELLIBRAND,VIC,3239,L,143.5627754190001,-38.52858502999993
210505918,60 ROBILLIARDS ROAD MURROON 3243,2009-12-07,A,E,,,,,,,,,,,,,,,,60.0,,,,,,ROBILLIARDS,ROAD,,MURROON,VIC,3243,L,143.8365833690001,-38.443247336999946
51056717,73 BADGER CREEK ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,73.0,,,,,,BADGER CREEK,ROAD,,HEALESVILLE,VIC,3777,L,145.5292268080001,-37.66779747899994
51056732,112 BADGER CREEK ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,112.0,,,,,,BADGER CREEK,ROAD,,HEALESVILLE,VIC,3777,L,145.52853864500003,-37.66769569399997
51056715,71 BADGER CREEK ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,71.0,,,,,,BADGER CREEK,ROAD,,HEALESVILLE,VIC,3777,L,145.52906007100012,-37.66765140599995
51056713,69 BADGER CREEK ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,69.0,,,,,,BADGER CREEK,ROAD,,HEALESVILLE,VIC,3777,L,145.52890261900006,-37.66750348399995
51056710,67 BADGER CREEK ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,67.0,,,,,,BADGER CREEK,ROAD,,HEALESVILLE,VIC,3777,L,145.52860819700004,-37.66724251899996
51056706,55-59 BADGER CREEK ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,55.0,,,59.0,,,BADGER CREEK,ROAD,,HEALESVILLE,VIC,3777,L,145.5277159560001,-37.66646822599995
51483212,191 DON ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,191.0,,,,,,DON,ROAD,,HEALESVILLE,VIC,3777,L,145.53387250600008,-37.665334867999945
51055901,2 CURZON AVENUE HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,2.0,,,,,,CURZON,AVENUE,,HEALESVILLE,VIC,3777,L,145.5286933740001,-37.66407172399994
51055902,4 CURZON AVENUE HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,4.0,,,,,,CURZON,AVENUE,,HEALESVILLE,VIC,3777,L,145.52891133200012,-37.66398431799996
51055904,6 CURZON AVENUE HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,6.0,,,,,,CURZON,AVENUE,,HEALESVILLE,VIC,3777,L,145.52909459700004,-37.66388750599998
51055906,8 CURZON AVENUE HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,8.0,,,,,,CURZON,AVENUE,,HEALESVILLE,VIC,3777,L,145.5292890170001,-37.66379986199996
51056530,1A CURZON AVENUE HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,1.0,A,,,,,CURZON,AVENUE,,HEALESVILLE,VIC,3777,L,145.52874528900008,-37.663748133999945
51055935,78 DON ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,78.0,,,,,,DON,ROAD,,HEALESVILLE,VIC,3777,L,145.53208806800012,-37.66371989999993
51055908,10 CURZON AVENUE HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,10.0,,,,,,CURZON,AVENUE,,HEALESVILLE,VIC,3777,L,145.52948342000002,-37.66371220999997
51055909,12 CURZON AVENUE HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,12.0,,,,,,CURZON,AVENUE,,HEALESVILLE,VIC,3777,L,145.5296891600001,-37.66362470099995
51055887,1-3 CURZON AVENUE HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,1.0,,,3.0,,,CURZON,AVENUE,,HEALESVILLE,VIC,3777,L,145.52914610900007,-37.66354581299999
51055911,14 CURZON AVENUE HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,14.0,,,,,,CURZON,AVENUE,,HEALESVILLE,VIC,3777,L,145.52989508000007,-37.66352818399997
51055933,76 DON ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,76.0,,,,,,DON,ROAD,,HEALESVILLE,VIC,3777,L,145.53191262100006,-37.66348258399995
51055913,16 CURZON AVENUE HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,16.0,,,,,,CURZON,AVENUE,,HEALESVILLE,VIC,3777,L,145.5300894830001,-37.66344052399995
53010152,115 OLD BEECH FOREST ROAD GELLIBRAND 3239,2009-12-07,A,E,,,,,,,,,,,,,,,,115.0,,,,,,OLD BEECH FOREST,ROAD,,GELLIBRAND,VIC,3239,L,143.54040097300003,-38.53188432899998
51055890,5 CURZON AVENUE HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,5.0,,,,,,CURZON,AVENUE,,HEALESVILLE,VIC,3777,L,145.5295009360001,-37.66337927599994
51055915,18 CURZON AVENUE HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,18.0,,,,,,CURZON,AVENUE,,HEALESVILLE,VIC,3777,L,145.53028390500003,-37.66335286599997
51055931,74 DON ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,74.0,,,,,,DON,ROAD,,HEALESVILLE,VIC,3777,L,145.53179122200004,-37.66330955099994
51055892,7 CURZON AVENUE HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,7.0,,,,,,CURZON,AVENUE,,HEALESVILLE,VIC,3777,L,145.52970655500008,-37.66329184799997
210080797,20 GREENS ACCESS GELLIBRAND 3239,2009-03-26,A,E,,,,,,,,,,,,,,,,20.0,,,,,,GREENS,ACCESS,,GELLIBRAND,VIC,3239,L,143.52844564600002,-38.52283672799996
210082991,1580 COLAC-LAVERS HILL ROAD KAWARREN 3249,2009-12-07,A,E,,,,,,,,,,,,,,,,1580.0,,,,,,COLAC-LAVERS HILL,ROAD,,KAWARREN,VIC,3249,L,143.57821036100006,-38.48340682099996
51055916,20 CURZON AVENUE HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,20.0,,,,,,CURZON,AVENUE,,HEALESVILLE,VIC,3777,L,145.53047849200004,-37.663256202999946
51055893,9 CURZON AVENUE HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,9.0,,,,,,CURZON,AVENUE,,HEALESVILLE,VIC,3777,L,145.52991248700005,-37.663195336999934
51055918,22 CURZON AVENUE HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,22.0,,,,,,CURZON,AVENUE,,HEALESVILLE,VIC,3777,L,145.53067289000012,-37.66316854699994
51055929,72 DON ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,72.0,,,,,,DON,ROAD,,HEALESVILLE,VIC,3777,L,145.53165969600002,-37.66313593199993
51055895,11 CURZON AVENUE HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,11.0,,,,,,CURZON,AVENUE,,HEALESVILLE,VIC,3777,L,145.5300956970001,-37.66310749499996
51055897,13 CURZON AVENUE HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,13.0,,,,,,CURZON,AVENUE,,HEALESVILLE,VIC,3777,L,145.53030152700012,-37.66301986499997
51055928,70 DON ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,70.0,,,,,,DON,ROAD,,HEALESVILLE,VIC,3777,L,145.5315492310001,-37.66299035999998
51055899,15 CURZON AVENUE HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,15.0,,,,,,CURZON,AVENUE,,HEALESVILLE,VIC,3777,L,145.53049628000008,-37.66292315099997
51055926,68 DON ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,68.0,,,,,,DON,ROAD,,HEALESVILLE,VIC,3777,L,145.53143892900005,-37.662835764999954
51055924,66 DON ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,66.0,,,,,,DON,ROAD,,HEALESVILLE,VIC,3777,L,145.5312402520001,-37.66256294299996
51055923,64 DON ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,64.0,,,,,,DON,ROAD,,HEALESVILLE,VIC,3777,L,145.53112996200002,-37.66240841599995
51055921,62 DON ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,62.0,,,,,,DON,ROAD,,HEALESVILLE,VIC,3777,L,145.53100860200004,-37.66224480999995
51055919,60 DON ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,60.0,,,,,,DON,ROAD,,HEALESVILLE,VIC,3777,L,145.530898556,-37.66208130299998
51482768,83 MT RIDDELL ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,83.0,,,,,,MT RIDDELL,ROAD,,HEALESVILLE,VIC,3777,L,145.5329089170001,-37.66078090399998
51482770,87 MT RIDDELL ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,87.0,,,,,,MT RIDDELL,ROAD,,HEALESVILLE,VIC,3777,L,145.53336991100002,-37.66078242699996
51483078,81 MT RIDDELL ROAD HEALESVILLE 3777,2009-12-09,A,V,,,,,,,,,,,,,,,,81.0,,,,,,MT RIDDELL,ROAD,,HEALESVILLE,VIC,3777,L,145.5326711570001,-37.660779582999965
